cell_id,pred_cell_type
iaongbno-1,CD4+ T cells (naive/central memory)
iaonhcfe-1,Plasma Cells (differentiated B cells)
iaoobpng-1,B cells
iapbhfba-1,CD8+ Cytotoxic T cells
iapfdagd-1,Cytotoxic/NK-like T cells
iapfdfoo-1,CD8+ Cytotoxic T cells
iaphbapf-1,CD4+ T cells (naive/central memory)
iaphbohi-1,B cells
iaphflfd-1,CD8+ Cytotoxic T cells
iapknaad-1,B cells
iapldfhk-1,Natural Killer (NK) cells
iaplgnnn-1,CD8+ Cytotoxic T cells
iapmjcki-1,CD14+ Monocytes / Macrophages
iapoijlh-1,CD4+ T cells (naive/central memory)
ibaalpin-1,CD14+ Monocytes / Macrophages
ibabdgfh-1,CD8+ Cytotoxic T cells
ibabgiha-1,Macrophages
ibadgohi-1,CD14+ Monocytes / Macrophages
ibadplgb-1,CD14+ Monocytes / Macrophages
ibafbmha-1,CD8+ Cytotoxic T cells
ibaihjgn-1,CD8+ Cytotoxic T cells
ibajlmab-1,B cells
ibakpgio-1,CD8+ Cytotoxic T cells
ibanogae-1,CD8+ Cytotoxic T cells
ibapbanf-1,CD4+ T cells (naive/central memory)
ibapmmfb-1,CD8+ Cytotoxic T cells
ibbaobpd-1,CD4+ T cells (naive/central memory)
ibbbmphn-1,Endothelial Cells
ibbdpnmf-1,Endothelial Cells
ibbgcmef-1,CD8+ Cytotoxic T cells
ibbhfdel-1,CD4+ T cells (naive/central memory)
ibbhigco-1,CD4+ T cells (naive/central memory)
ibbhlgoi-1,B cells
ibbjblpd-1,CD4+ T cells (naive/central memory)
ibbkibef-1,CD4+ T cells (naive/central memory)
ibbkikff-1,Natural Killer (NK) cells
ibbmcenn-1,CD14+ Monocytes / Macrophages
ibbneelg-1,CD4+ T cells (naive/central memory)
ibbpcjpa-1,B cells
ibcaahdo-1,Plasma Cells (differentiated B cells)
ibcbclpa-1,Endothelial Cells
ibcbngfb-1,Anti-inflammatory Macrophages (M2-like)
ibcdgndj-1,CD14+ Monocytes / Macrophages
ibceeaoe-1,Natural Killer (NK) cells
ibcenmbg-1,CD8+ Cytotoxic T cells
ibcfebff-1,Endothelial Cells
ibchimil-1,Endothelial Cells
ibchnghi-1,Endothelial Cells
ibchnigc-1,CD8+ Cytotoxic T cells
ibchpjdd-1,CD4+ T cells (naive/central memory)
ibciecoi-1,Fibroblasts (Stromal cells)
ibcilgmf-1,Cytotoxic/NK-like T cells
ibcjdkhc-1,CD14+ Monocytes / Macrophages
ibcmcbfc-1,Cytotoxic/NK-like T cells
ibcpcedf-1,CD8+ Cytotoxic T cells
ibcpgcbc-1,Anti-inflammatory Macrophages (M2-like)
ibcphjel-1,CD4+ T cells (naive/central memory)
ibdbjaah-1,B cells
ibddoclf-1,Fibroblasts (Stromal cells)
ibdfjpee-1,CD8+ Cytotoxic T cells
ibdiilci-1,B cells
ibdlkiib-1,CD4+ T cells (naive/central memory)
ibdofobl-1,CD8+ Cytotoxic T cells
ibdpneck-1,CD8+ Cytotoxic T cells
ibeakooc-1,Macrophages
ibeamhfg-1,Macrophages
ibecccfd-1,Fibroblasts (Stromal cells)
ibeemlob-1,CD8+ Cytotoxic T cells
ibefplpn-1,CD8+ Cytotoxic T cells
ibegekob-1,CD4+ T cells (naive/central memory)
ibegompb-1,B cells
ibekkmco-1,Fibroblasts (Stromal cells)
ibekpblj-1,CD8+ Cytotoxic T cells
ibenblif-1,CD14+ Monocytes / Macrophages
ibenlija-1,CD14+ Monocytes / Macrophages
ibennfeg-1,B cells
ibeodjmj-1,CD8+ Cytotoxic T cells
ibeonjpg-1,Cytotoxic/NK-like T cells
ibfahpmc-1,CD8+ Cytotoxic T cells
ibfappjf-1,CD4+ T cells (naive/central memory)
ibfcijlf-1,B cells
ibfdgjkb-1,CD4+ T cells (naive/central memory)
ibffbopl-1,CD8+ Cytotoxic T cells
ibfgbdgj-1,CD8+ Cytotoxic T cells
ibfgfljo-1,Endothelial Cells
ibfgmenj-1,CD4+ T cells (naive/central memory)
ibfhkmke-1,Plasma Cells (differentiated B cells)
ibfiaoek-1,Endothelial Cells
ibfibihl-1,Anti-inflammatory Macrophages (M2-like)
ibfidfjg-1,Endothelial Cells
ibfidgig-1,Plasma Cells (differentiated B cells)
ibfjkonf-1,B cells
ibflakjg-1,CD8+ Cytotoxic T cells
ibflfpgm-1,Cytotoxic/NK-like T cells
ibgahobl-1,Cytotoxic/NK-like T cells
ibgamkgj-1,CD14+ Monocytes / Macrophages
ibgbbmdb-1,Anti-inflammatory Macrophages (M2-like)
ibgbglpm-1,CD8+ Cytotoxic T cells
ibgebdop-1,Natural Killer (NK) cells
ibggbngl-1,CD14+ Monocytes / Macrophages
ibghgpkg-1,Fibroblasts (Stromal cells)
ibgjfebc-1,Anti-inflammatory Macrophages (M2-like)
ibgjgjbe-1,Plasma Cells (differentiated B cells)
ibgncjbd-1,CD8+ Cytotoxic T cells
ibgogofo-1,CD8+ Cytotoxic T cells
ibgomjao-1,B cells
ibgonokj-1,CD14+ Monocytes / Macrophages
ibgphgji-1,B cells
ibhaebgo-1,CD4+ T cells (naive/central memory)
ibhapcmo-1,CD8+ Cytotoxic T cells
ibhbagdf-1,Anti-inflammatory Macrophages (M2-like)
ibhbffen-1,CD4+ T cells (naive/central memory)
ibhecfnj-1,Anti-inflammatory Macrophages (M2-like)
ibhfdnem-1,CD8+ Cytotoxic T cells
ibhfhdci-1,Plasma Cells (differentiated B cells)
ibhfkfpj-1,CD8+ Cytotoxic T cells
ibhgbceg-1,Anti-inflammatory Macrophages (M2-like)
ibhielmg-1,Naive/Central Memory T cells
ibhkilah-1,Anti-inflammatory Macrophages (M2-like)
ibhkilpk-1,CD8+ Cytotoxic T cells
ibhklkln-1,CD8+ Cytotoxic T cells
ibhlcfap-1,Anti-inflammatory Macrophages (M2-like)
ibhlgokh-1,CD4+ T cells (naive/central memory)
ibhlnlgd-1,CD4+ T cells (naive/central memory)
ibhooebk-1,CD4+ T cells (naive/central memory)
ibhpiodp-1,CD4+ T cells (naive/central memory)
ibiambde-1,Anti-inflammatory Macrophages (M2-like)
ibicaogo-1,CD8+ Cytotoxic T cells
ibichfjp-1,Anti-inflammatory Macrophages (M2-like)
ibicmbkc-1,CD8+ Cytotoxic T cells
ibifpode-1,CD4+ T cells (naive/central memory)
ibigeoil-1,Macrophages
ibihdgni-1,Plasma Cells (differentiated B cells)
ibihlhdo-1,CD4+ T cells (naive/central memory)
ibihppfh-1,Macrophages
ibiignbh-1,Endothelial Cells
ibiiniom-1,Anti-inflammatory Macrophages (M2-like)
ibiiohfe-1,Endothelial Cells
ibijjdkf-1,CD4+ T cells (naive/central memory)
ibikkeli-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ibimpfpj-1,CD14+ Monocytes / Macrophages
ibiohnhe-1,Endothelial Cells
ibipeoih-1,Plasma Cells (differentiated B cells)
ibipifpi-1,CD8+ Cytotoxic T cells
ibjccepb-1,CD4+ T cells (naive/central memory)
ibjcpdgo-1,Endothelial Cells
ibjechcp-1,CD4+ T cells (naive/central memory)
ibjfodcd-1,CD4+ T cells (naive/central memory)
ibjgingl-1,CD14+ Monocytes / Macrophages
ibjgpdnm-1,CD8+ Cytotoxic T cells
ibjgpifo-1,Fibroblasts (Stromal cells)
ibjkclcg-1,CD8+ Cytotoxic T cells
ibjkgged-1,Endothelial Cells
ibjljobl-1,CD14+ Monocytes / Macrophages
ibjnbiim-1,Anti-inflammatory Macrophages (M2-like)
ibjnjlnd-1,Plasma Cells (differentiated B cells)
ibjohmpn-1,Fibroblasts (Stromal cells)
ibjolakd-1,Plasma Cells (differentiated B cells)
ibkaoofi-1,Fibroblasts / Myofibroblasts (Stromal cells)
ibkbcaie-1,Endothelial Cells
ibkbfibh-1,Plasma Cells (differentiated B cells)
ibkcahne-1,Endothelial Cells
ibkccnaj-1,CD8+ Cytotoxic T cells
ibkdfalk-1,CD8+ Cytotoxic T cells
ibkekkph-1,CD8+ Cytotoxic T cells
ibkfjijd-1,CD4+ T cells (naive/central memory)
ibkgkalp-1,Fibroblasts / Myofibroblasts (Stromal cells)
ibkgnkcc-1,CD4+ T cells (naive/central memory)
ibkkgcob-1,CD4+ T cells (naive/central memory)
ibkpcbdp-1,Possible Mast Cells / Neuroendocrine-like
ibkpgmca-1,CD4+ T cells (naive/central memory)
ibkpmfim-1,CD8+ Cytotoxic T cells
iblakjci-1,Fibroblasts / Myofibroblasts (Stromal cells)
iblbbeeo-1,CD4+ T cells (naive/central memory)
iblbnolo-1,CD4+ T cells (naive/central memory)
iblccmnj-1,CD4+ T cells (naive/central memory)
iblebnif-1,Natural Killer (NK) cells
iblejkcf-1,Fibroblasts (Stromal cells)
iblfojmg-1,Cytotoxic/NK-like T cells
iblhppnp-1,Possible Mast Cells / Neuroendocrine-like
iblidggm-1,Endothelial Cells
iblijbeo-1,Endothelial Cells
ibllajij-1,Endothelial Cells
ibllgglf-1,CD8+ Cytotoxic T cells
iblmfehg-1,Plasma Cells (differentiated B cells)
iblneeig-1,Plasma Cells (differentiated B cells)
iblngcod-1,CD4+ T cells (naive/central memory)
iblnmlio-1,CD4+ T cells (naive/central memory)
ibloapnb-1,CD8+ Cytotoxic T cells
iblplegf-1,CD4+ T cells (naive/central memory)
iblpmnbd-1,CD8+ Cytotoxic T cells
iblpopbi-1,CD4+ T cells (naive/central memory)
ibmalcal-1,CD4+ T cells (naive/central memory)
ibmbclja-1,CD4+ T cells (naive/central memory)
ibmbjpmm-1,CD4+ T cells (naive/central memory)
ibmboilk-1,CD4+ T cells (naive/central memory)
ibmcoeoj-1,CD4+ T cells (naive/central memory)
ibmcpkbl-1,CD4+ T cells (naive/central memory)
ibmfmphn-1,CD4+ T cells (naive/central memory)
ibmgbpfe-1,CD4+ T cells (naive/central memory)
ibmhcelm-1,CD4+ T cells (naive/central memory)
ibmheaao-1,CD4+ T cells (naive/central memory)
ibmhjldo-1,CD4+ T cells (naive/central memory)
ibmhojfe-1,CD4+ T cells (naive/central memory)
ibmkaodo-1,CD4+ T cells (naive/central memory)
ibmmahpo-1,CD4+ T cells (naive/central memory)
ibmncfgb-1,CD4+ T cells (naive/central memory)
ibmnhbmh-1,CD4+ T cells (naive/central memory)
ibmnnmec-1,CD4+ T cells (naive/central memory)
ibmpkjki-1,CD4+ T cells (naive/central memory)
ibnapacd-1,CD4+ T cells (naive/central memory)
ibnbcfim-1,CD4+ T cells (naive/central memory)
ibnbdnbk-1,CD8+ Cytotoxic T cells
ibnbfjoe-1,CD4+ T cells (naive/central memory)
ibndckej-1,CD4+ T cells (naive/central memory)
ibndgdgn-1,Naive/Central Memory T cells
ibndmjcm-1,CD4+ T cells (naive/central memory)
ibnffbnh-1,CD4+ T cells (naive/central memory)
ibnhfldh-1,CD4+ T cells (naive/central memory)
ibnhkpaa-1,CD4+ T cells (naive/central memory)
ibnilhjd-1,CD4+ T cells (naive/central memory)
ibnjfjdj-1,CD4+ T cells (naive/central memory)
ibnkgdib-1,CD4+ T cells (naive/central memory)
ibnklfai-1,CD4+ T cells (naive/central memory)
ibnnaijl-1,CD4+ T cells (naive/central memory)
ibnoaeia-1,Naive/Central Memory T cells
ibnpehpm-1,CD4+ T cells (naive/central memory)
iboalfnp-1,CD4+ T cells (naive/central memory)
iboamhik-1,CD4+ T cells (naive/central memory)
ibodfadl-1,Cytotoxic/NK-like T cells
ibogklcd-1,CD4+ T cells (naive/central memory)
ibohabko-1,CD4+ T cells (naive/central memory)
iboikmef-1,CD4+ T cells (naive/central memory)
ibojfiml-1,CD4+ T cells (naive/central memory)
ibondnbj-1,CD4+ T cells (naive/central memory)
ibopeplg-1,CD4+ T cells (naive/central memory)
ibpadnlb-1,Naive/Central Memory T cells
ibpdbinl-1,CD4+ T cells (naive/central memory)
ibpefohb-1,CD4+ T cells (naive/central memory)
ibpfaiaf-1,CD4+ T cells (naive/central memory)
ibpfmkni-1,Naive/Central Memory T cells
ibpgaajh-1,Naive/Central Memory T cells
ibpgihjl-1,CD4+ T cells (naive/central memory)
ibpgjndg-1,CD4+ T cells (naive/central memory)
ibpgmogf-1,CD4+ T cells (naive/central memory)
ibphaocl-1,Naive/Central Memory T cells
ibpidajp-1,CD4+ T cells (naive/central memory)
ibpijaml-1,CD4+ T cells (naive/central memory)
ibpjpljk-1,CD4+ T cells (naive/central memory)
ibpkmmlh-1,CD4+ T cells (naive/central memory)
ibplpfbb-1,CD4+ T cells (naive/central memory)
ibpmhcne-1,CD4+ T cells (naive/central memory)
ibpniicn-1,B cells
ibpnkefg-1,CD4+ T cells (naive/central memory)
ibpnmkkl-1,CD4+ T cells (naive/central memory)
ibpohdpp-1,Naive/Central Memory T cells
ibppihlh-1,CD4+ T cells (naive/central memory)
ibppmhdg-1,CD4+ T cells (naive/central memory)
icabjpih-1,CD4+ T cells (naive/central memory)
icadkpib-1,Naive/Central Memory T cells
icadojce-1,CD4+ T cells (naive/central memory)
icaeeejc-1,Naive/Central Memory T cells
icafiill-1,Naive/Central Memory T cells
icahhhlc-1,CD4+ T cells (naive/central memory)
icajhdhi-1,CD4+ T cells (naive/central memory)
icalhaan-1,CD4+ T cells (naive/central memory)
icanfalo-1,CD4+ T cells (naive/central memory)
icaofgnm-1,CD4+ T cells (naive/central memory)
icapidkf-1,CD4+ T cells (naive/central memory)
icbbboeo-1,CD4+ T cells (naive/central memory)
icbbdnjd-1,CD4+ T cells (naive/central memory)
icbcdpdb-1,CD4+ T cells (naive/central memory)
icbchicb-1,CD4+ T cells (naive/central memory)
icbcoicg-1,CD4+ T cells (naive/central memory)
icbeemkf-1,CD4+ T cells (naive/central memory)
icbeikaf-1,CD4+ T cells (naive/central memory)
icbfjhgc-1,CD4+ T cells (naive/central memory)
icbgannl-1,CD4+ T cells (naive/central memory)
icbghnbk-1,CD4+ T cells (naive/central memory)
icbgkpai-1,CD4+ T cells (naive/central memory)
icbhaage-1,B cells
icbhkkbf-1,CD4+ T cells (naive/central memory)
icbhlojn-1,CD4+ T cells (naive/central memory)
icbifgal-1,CD4+ T cells (naive/central memory)
icbjdinh-1,CD4+ T cells (naive/central memory)
icbkanpm-1,CD4+ T cells (naive/central memory)
icbkplcc-1,CD4+ T cells (naive/central memory)
icbmnnle-1,CD4+ T cells (naive/central memory)
icbnggah-1,CD4+ T cells (naive/central memory)
icbofpnd-1,CD4+ T cells (naive/central memory)
iccadnho-1,CD4+ T cells (naive/central memory)
iccamome-1,CD4+ T cells (naive/central memory)
iccefpkd-1,CD4+ T cells (naive/central memory)
iccgdpdm-1,Possible Mast Cells / Neuroendocrine-like
icchefmf-1,CD4+ T cells (naive/central memory)
icchkbki-1,CD4+ T cells (naive/central memory)
iccicige-1,CD4+ T cells (naive/central memory)
iccimgfd-1,Plasma Cells (differentiated B cells)
iccipobb-1,CD4+ T cells (naive/central memory)
iccjapoj-1,Naive/Central Memory T cells
iccmnpep-1,CD4+ T cells (naive/central memory)
iccoiknp-1,B cells
icdainhn-1,CD4+ T cells (naive/central memory)
icddcmad-1,Macrophages
icdfdhpc-1,CD14+ Monocytes / Macrophages
icdfgoib-1,CD4+ T cells (naive/central memory)
icdfhcai-1,CD8+ Cytotoxic T cells
icdhdmng-1,B cells
icdhmhbm-1,CD8+ Cytotoxic T cells
icdkafhb-1,CD4+ T cells (naive/central memory)
icdkolmf-1,Monocytes (classical CD14+)
icdmakjn-1,CD4+ T cells (naive/central memory)
icdobdjm-1,Fibroblasts / Myofibroblasts (Stromal cells)
icdombnc-1,CD4+ T cells (naive/central memory)
icdphcpc-1,Fibroblasts (Stromal cells)
icebdjmk-1,CD14+ Monocytes / Macrophages
iceceolb-1,CD4+ T cells (naive/central memory)
icecfemi-1,CD4+ T cells (naive/central memory)
icecgnml-1,B cells
icedknep-1,CD8+ Cytotoxic T cells
iceegjfe-1,CD8+ Cytotoxic T cells
iceeoedo-1,CD4+ T cells (naive/central memory)
icefnddi-1,CD8+ Cytotoxic T cells
iceholnm-1,CD4+ T cells (naive/central memory)
iceinnpj-1,CD8+ Cytotoxic T cells
icejffej-1,Fibroblasts (Stromal cells)
icejgaho-1,Possible Mast Cells / Neuroendocrine-like
iceknkki-1,CD8+ Cytotoxic T cells
icelkhdi-1,CD8+ Cytotoxic T cells
icemdfdf-1,Smooth Muscle Cells (and/or Myofibroblasts)
icenhiig-1,CD4+ T cells (naive/central memory)
iceofkop-1,CD4+ T cells (naive/central memory)
icepopoh-1,CD8+ Cytotoxic T cells
iceppgjf-1,Macrophages
icfagkch-1,Possible Mast Cells / Neuroendocrine-like
icfajpmb-1,CD4+ T cells (naive/central memory)
icfbbmji-1,CD8+ Cytotoxic T cells
icfbcjma-1,CD8+ Cytotoxic T cells
icfdnknk-1,Endothelial Cells
icfedaml-1,Naive/Central Memory T cells
icfehpmk-1,CD14+ Monocytes / Macrophages
icfigklb-1,CD8+ Cytotoxic T cells
icfkegcp-1,CD4+ T cells (naive/central memory)
icflnekh-1,Endothelial Cells
icfndccd-1,Endothelial Cells
icfnoeef-1,CD8+ Cytotoxic T cells
icfplpgm-1,CD4+ T cells (naive/central memory)
icgaiflg-1,B cells
icgegdeb-1,Endothelial Cells
icgfeldf-1,CD4+ T cells (naive/central memory)
icgicofj-1,Smooth Muscle Cells (and/or Myofibroblasts)
icgjephh-1,CD8+ Cytotoxic T cells
icgjlegf-1,CD4+ T cells (naive/central memory)
icgkjbgf-1,CD8+ Cytotoxic T cells
icgklaeh-1,CD8+ Cytotoxic T cells
icglnncf-1,CD4+ T cells (naive/central memory)
icgmcdhe-1,Natural Killer (NK) cells
icgoaino-1,CD14+ Monocytes / Macrophages
icgoccjg-1,CD4+ T cells (naive/central memory)
icgpegic-1,Endothelial Cells
ichaeilm-1,B cells
ichbppad-1,CD4+ T cells (naive/central memory)
ichcklbe-1,Endothelial Cells
ichcplpl-1,CD4+ T cells (naive/central memory)
ichddgam-1,CD8+ Cytotoxic T cells
ichdibco-1,Fibroblasts (Stromal cells)
ichebome-1,CD8+ Cytotoxic T cells
icheckpj-1,Natural Killer (NK) cells
ichgagpb-1,Endothelial Cells
ichgmgaj-1,Endothelial Cells
ichgoleo-1,Anti-inflammatory Macrophages (M2-like)
ichiahch-1,CD4+ T cells (naive/central memory)
ichieclb-1,Plasma Cells (differentiated B cells)
ichmpbji-1,Fibroblasts (Stromal cells)
ichpbcdm-1,Plasma Cells (differentiated B cells)
ichpgnae-1,Anti-inflammatory Macrophages (M2-like)
ichpideo-1,CD4+ T cells (naive/central memory)
iciaadkc-1,Smooth Muscle Cells (and/or Myofibroblasts)
icibdibp-1,Smooth Muscle Cells (and/or Myofibroblasts)
icicghpd-1,CD14+ Monocytes / Macrophages
icidjlec-1,Smooth Muscle Cells
icifannh-1,CD8+ Cytotoxic T cells
iciidhej-1,Fibroblasts (Stromal cells)
icijebli-1,CD4+ T cells (naive/central memory)
icikpgff-1,Plasma Cells (differentiated B cells)
icindnnj-1,Fibroblasts (Stromal cells)
icinkngh-1,Natural Killer (NK) cells
icipdkck-1,CD4+ T cells (naive/central memory)
icipmibl-1,Fibroblasts / Myofibroblasts (Stromal cells)
icjbmpib-1,CD4+ T cells (naive/central memory)
icjcbobh-1,Smooth Muscle Cells (and/or Myofibroblasts)
icjcieaa-1,B cells
icjdmbln-1,Smooth Muscle Cells
icjfekak-1,Fibroblasts / Myofibroblasts (Stromal cells)
icjfpkaf-1,Fibroblasts / Myofibroblasts (Stromal cells)
icjgblin-1,CD4+ T cells (naive/central memory)
icjhpjgk-1,CD4+ T cells (naive/central memory)
icjighci-1,CD4+ T cells (naive/central memory)
icjiogph-1,CD4+ T cells (naive/central memory)
icjjllpc-1,CD4+ T cells (naive/central memory)
icjjocpd-1,Cytotoxic/NK-like T cells
icjkbnin-1,CD4+ T cells (naive/central memory)
icjlaaok-1,CD4+ T cells (naive/central memory)
icjlbifd-1,Possible Mast Cells / Neuroendocrine-like
icjmmahi-1,CD4+ T cells (naive/central memory)
icjnogag-1,CD4+ T cells (naive/central memory)
icjpaoei-1,CD4+ T cells (naive/central memory)
icjpbepb-1,CD4+ T cells (naive/central memory)
icjpkgil-1,CD4+ T cells (naive/central memory)
ickcimeb-1,CD4+ T cells (naive/central memory)
ickenham-1,CD4+ T cells (naive/central memory)
ickgmemj-1,CD4+ T cells (naive/central memory)
ickgpofb-1,B cells
ickhofmm-1,CD4+ T cells (naive/central memory)
ickhpkbp-1,CD4+ T cells (naive/central memory)
ickkbeop-1,Smooth Muscle Cells (and/or Myofibroblasts)
icklmdkf-1,CD4+ T cells (naive/central memory)
ickmlcbf-1,B cells
icknkbde-1,CD4+ T cells (naive/central memory)
iclabpbo-1,CD4+ T cells (naive/central memory)
iclalemj-1,CD4+ T cells (naive/central memory)
iclcfakg-1,CD4+ T cells (naive/central memory)
icldlkmp-1,CD4+ T cells (naive/central memory)
icldmbhh-1,CD4+ T cells (naive/central memory)
iclfnmkn-1,CD4+ T cells (naive/central memory)
iclfoece-1,CD4+ T cells (naive/central memory)
iclgbele-1,B cells
iclggdck-1,Naive/Central Memory T cells
iclhikoe-1,CD4+ T cells (naive/central memory)
iclkgnfc-1,CD4+ T cells (naive/central memory)
iclnchko-1,CD4+ T cells (naive/central memory)
iclooeei-1,CD4+ T cells (naive/central memory)
iclpciai-1,CD4+ T cells (naive/central memory)
iclpobfg-1,CD4+ T cells (naive/central memory)
icmaaajm-1,CD4+ T cells (naive/central memory)
icmbfppg-1,Cytotoxic/NK-like T cells
icmbgpea-1,Fibroblasts / Myofibroblasts (Stromal cells)
icmcgcak-1,CD4+ T cells (naive/central memory)
icmcnjnl-1,B cells
icmgmdak-1,CD4+ T cells (naive/central memory)
icmhoddp-1,B cells
icmicfhb-1,Natural Killer (NK) cells
icmihinb-1,CD4+ T cells (naive/central memory)
icmijeok-1,CD4+ T cells (naive/central memory)
icmjkkoo-1,CD4+ T cells (naive/central memory)
icmkllaf-1,CD4+ T cells (naive/central memory)
icmlbgao-1,CD4+ T cells (naive/central memory)
icmlclhi-1,CD4+ T cells (naive/central memory)
icmloilc-1,Naive/Central Memory T cells
icmmblhm-1,CD4+ T cells (naive/central memory)
icmmmfdl-1,CD4+ T cells (naive/central memory)
icmneikk-1,CD4+ T cells (naive/central memory)
icmniang-1,B cells
icmnplbi-1,B cells
icmohnep-1,CD4+ T cells (naive/central memory)
icmpapgm-1,CD4+ T cells (naive/central memory)
icnahmpd-1,CD4+ T cells (naive/central memory)
icnamhpi-1,CD4+ T cells (naive/central memory)
icnbgdgn-1,CD4+ T cells (naive/central memory)
icncmkcl-1,CD8+ Cytotoxic T cells
icnencdi-1,CD4+ T cells (naive/central memory)
icnhgijl-1,CD4+ T cells (naive/central memory)
icnikfag-1,CD4+ T cells (naive/central memory)
icnjjcca-1,CD4+ T cells (naive/central memory)
icnkcigc-1,CD4+ T cells (naive/central memory)
icnlngck-1,CD4+ T cells (naive/central memory)
icnmamif-1,CD4+ T cells (naive/central memory)
icnmgmno-1,Naive/Central Memory T cells
icnmhjba-1,CD4+ T cells (naive/central memory)
icnnnlep-1,CD4+ T cells (naive/central memory)
icoajmkh-1,CD4+ T cells (naive/central memory)
icobidec-1,Naive/Central Memory T cells
icocldbb-1,CD4+ T cells (naive/central memory)
icodboki-1,CD4+ T cells (naive/central memory)
icodmknh-1,B cells
icofghmg-1,CD8+ Cytotoxic T cells
icofifnk-1,CD4+ T cells (naive/central memory)
icofpbek-1,CD4+ T cells (naive/central memory)
icofpohd-1,CD4+ T cells (naive/central memory)
icohabnf-1,CD4+ T cells (naive/central memory)
icohfnob-1,B cells
icohjled-1,CD4+ T cells (naive/central memory)
icohjlnp-1,CD4+ T cells (naive/central memory)
icoifobg-1,CD4+ T cells (naive/central memory)
icoimami-1,CD4+ T cells (naive/central memory)
icojingo-1,B cells
icoklmmh-1,B cells
icolihja-1,Naive/Central Memory T cells
icomgcoe-1,CD4+ T cells (naive/central memory)
icomplnk-1,CD4+ T cells (naive/central memory)
iconlngm-1,Possible Mast Cells / Neuroendocrine-like
icpabphk-1,Macrophages
icpaccnp-1,Naive/Central Memory T cells
icpajhcn-1,CD4+ T cells (naive/central memory)
icpbghak-1,CD4+ T cells (naive/central memory)
icpcnjnm-1,CD4+ T cells (naive/central memory)
icpeglon-1,Naive/Central Memory T cells
icpeifkg-1,Naive/Central Memory T cells
icpfkeig-1,CD4+ T cells (naive/central memory)
icpgebkk-1,CD4+ T cells (naive/central memory)
icpgmefp-1,CD4+ T cells (naive/central memory)
icpgnkcl-1,CD4+ T cells (naive/central memory)
icpidgbo-1,CD4+ T cells (naive/central memory)
icpkokej-1,CD4+ T cells (naive/central memory)
icplcckg-1,CD4+ T cells (naive/central memory)
icpldicf-1,CD4+ T cells (naive/central memory)
icplponp-1,CD4+ T cells (naive/central memory)
icpmnopi-1,CD4+ T cells (naive/central memory)
icppimoa-1,CD4+ T cells (naive/central memory)
icpplhgj-1,CD4+ T cells (naive/central memory)
idaacbfc-1,CD4+ T cells (naive/central memory)
idaaoaep-1,CD4+ T cells (naive/central memory)
idaffjjk-1,CD4+ T cells (naive/central memory)
idagbehn-1,CD4+ T cells (naive/central memory)
idahaifi-1,CD4+ T cells (naive/central memory)
idahcmmd-1,CD4+ T cells (naive/central memory)
idaiaeig-1,CD4+ T cells (naive/central memory)
idakfmmk-1,CD4+ T cells (naive/central memory)
idaldhak-1,Possible Mast Cells / Neuroendocrine-like
idalginl-1,Macrophages
idamcbdn-1,B cells
idaohnbg-1,Monocytes (classical CD14+)
idbankig-1,Cytotoxic/NK-like T cells
idbaoppo-1,Smooth Muscle Cells (and/or Myofibroblasts)
idbcgckg-1,CD4+ T cells (naive/central memory)
idbclebj-1,CD4+ T cells (naive/central memory)
idbecgde-1,CD4+ T cells (naive/central memory)
idbfcden-1,CD4+ T cells (naive/central memory)
idbflpoj-1,Naive/Central Memory T cells
idbhbcmg-1,CD4+ T cells (naive/central memory)
idbiiopa-1,CD4+ T cells (naive/central memory)
idbjdhjl-1,B cells
idbjomjp-1,CD4+ T cells (naive/central memory)
idbkdkec-1,Fibroblasts / Myofibroblasts (Stromal cells)
idblakeb-1,CD4+ T cells (naive/central memory)
idblmhdo-1,CD4+ T cells (naive/central memory)
idbngabg-1,Fibroblasts / Myofibroblasts (Stromal cells)
idbpdebl-1,Fibroblasts / Myofibroblasts (Stromal cells)
idcakjaj-1,Anti-inflammatory Macrophages (M2-like)
idcdlgak-1,CD4+ T cells (naive/central memory)
idcdocmo-1,Fibroblasts / Myofibroblasts (Stromal cells)
idcehhil-1,Smooth Muscle Cells (and/or Myofibroblasts)
idcekfih-1,Plasma Cells (differentiated B cells)
idcfngao-1,CD4+ T cells (naive/central memory)
idcgfpjd-1,Fibroblasts / Myofibroblasts (Stromal cells)
idchbdea-1,Fibroblasts / Myofibroblasts (Stromal cells)
idchcnld-1,Fibroblasts / Myofibroblasts (Stromal cells)
idciikig-1,Fibroblasts / Myofibroblasts (Stromal cells)
idcjimih-1,CD4+ T cells (naive/central memory)
idcjmpih-1,Smooth Muscle Cells (and/or Myofibroblasts)
idckhloi-1,Plasma Cells (differentiated B cells)
idcljkjl-1,Smooth Muscle Cells (and/or Myofibroblasts)
idcmjghc-1,Fibroblasts / Myofibroblasts (Stromal cells)
idcmjhek-1,Smooth Muscle Cells
idcmlphf-1,Smooth Muscle Cells
idcnppjd-1,CD8+ Cytotoxic T cells
idcooenh-1,Smooth Muscle Cells
idcppcmf-1,Fibroblasts / Myofibroblasts (Stromal cells)
iddamioa-1,Anti-inflammatory Macrophages (M2-like)
iddgeolh-1,Anti-inflammatory Macrophages (M2-like)
iddgfihd-1,Smooth Muscle Cells
iddneifp-1,Plasma Cells (differentiated B cells)
ideadhch-1,Smooth Muscle Cells (and/or Myofibroblasts)
